1571
qstr_Breaking_camp... Breaking_camp...
qstr_option_{reg0}:_was_{ option_{reg0}:_was_{reg1}
qstr_Bye_horses Bye_horses
qstr_Ouch Ouch
qstr_{s12} {s12}
qstr_{s13} {s13}
qstr_I_see._Perhaps_circu I_see._Perhaps_circumstances_will_change_a_few_days_from_now,_but_until_then_I_appreciate_your_generous_hospitality.
qstr_Disable_Companions_C Disable_Companions_Complaints:
qstr_{s1}_price_:_{reg2}_i {s1}_price_:_{reg2}_in_slot_{reg4},_probability:_{reg3};{reg1}_total_p{reg13}_c_{reg14}
qstr_{s1}_price_:_{reg2}_o {s1}_price_:_{reg2}_or_{reg5}_in_slot_{reg4},_probability:_{reg3};{reg1}_total_p{reg14}_c_{reg15}
qstr_{s1}_price_:_{reg2}_or {s1}_price_:_{reg2}_or_{reg5}_in_slot_{reg4},_probability:_{reg3};{reg1}_total_p{reg13}/{reg14}c{reg15}/{reg16}
qstr_{s1}_price_:_{reg2}_or_ {s1}_price_:_{reg2}_or_{reg5}_in_slot_{reg4},_probability:_{reg3};{reg1}_total
qstr_{s1}_{reg1} {s1}_{reg1}
qstr_{s1}_price_:_{reg2}_or_{ {s1}_price_:_{reg2}_or_{reg5}_in_slot_{reg4},_probability:_{reg3};{reg1}_total_p:{reg13},{reg14}_c:_{reg15}{reg16}
qstr_{s1}_{reg1}_{reg2} {s1}_{reg1},_{reg2}
qstr_{reg2} {reg2}
qstr_{s1}_price_:_{reg2}_or_{r {s1}_price_:_{reg2}_or_{reg5}_in_slot_{reg4},_probability:_{reg3};{reg1}_total_p:{reg13},{reg14}_c:_{reg15},{reg16}
qstr_{s1}_{reg0} {s1}_{reg0}
qstr_{reg3}_state {reg3}_state
qstr_{s1}_price_:_{reg2}_or_{re {s1}_price_:_{reg2}_or_{reg4}_at_probability:_{reg3};{reg1}
qstr_{s1}_{reg1}/{reg3}_ {s1}_{reg1}/{reg3},_{reg2}_raw
qstr_You_whistle_for_your You_whistle_for_your_horse.
qstr__Taunt_launched._{re _Taunt_launched._{reg0}_is_the_taunt_range.
qstr_End_the_sparring_mat End_the_sparring_match?
qstr_Assigned_class_{reg0 Assigned_class_{reg0}_to_{s1}
qstr_Hold_ground_when_ent Hold_ground_when_entering_battle:
qstr_Group_for_lords: Group_for_lords:
qstr_DEBUG:_party_{reg1}_ DEBUG:_party_{reg1}_has_reached_{reg0}
qstr_DEBUG:_removing_part DEBUG:_removing_party_{reg1}_
qstr_Debug:_Party_add_par Debug:_Party_add_party_{reg1}_-->_{reg0}
qstr_Debug:_Adding_{reg3} Debug:_Adding_{reg3}_of_{reg2}_to_{reg0}
qstr_DEBUG:_{reg20}_:_{s1 DEBUG:_{reg20}_:_{s17}
qstr_{s4}_is_in_the_town {s4}_is_in_the_town
